Date,ASIANPAINT.BO,BHARTIARTL.BO,ICICIBANK.BO,INFY.BO,MARUTI.BO,NESTLEIND.BO,RELIANCE.BO,SBIN.BO,TATASTEEL.BO,WIPRO.BO
20-04-2018,1120.2677,359.6968994,273.7902527,519.2007446,8567.480469,8424.917969,908.2857056,235.5182953,566.0539551,219.0090485
23-04-2018,1139.114502,362.2998047,271.4597168,521.4481812,8590.327148,8203.430664,915.2344971,236.7866364,565.4471436,217.9079437
24-04-2018,1133.798706,364.4988403,275.9751892,508.4707947,8597.05957,8110.455078,949.0976563,234.7378082,558.4923096,210.7140961
25-04-2018,1126.21167,376.7953491,270.8285217,511.5554504,8473.578125,8028.968262,950.0274048,231.6157684,547.243103,210.8242035
26-04-2018,1120.992554,366.9671021,270.6828308,518.0550537,8482.726563,8329.458008,954.5783691,227.664444,540.5681763,206.6033173
27-04-2018,1144.768311,367.0568542,279.7137451,522.241333,8321.705078,8325.733398,973.5652466,236.737854,550.4638062,202.1255188
30-04-2018,1159.942383,367.5953674,276.2178955,528.5206299,8364.223633,8646.400391,942.5892334,240.2989197,555.1782227,204.6213379
02-05-2018,1180.818726,366.2041626,269.080658,527.8155518,8297.957031,8478.78125,952.2783203,234.7865753,536.8340454,202.235611
03-05-2018,1166.07959,362.9729919,273.6445923,520.7871094,8301.037109,8383.274414,942.0999146,235.9085541,546.7296143,198.3083344
04-05-2018,1154.239868,355.9719849,274.712738,516.8432617,8227.944336,8367.694336,933.585144,236.0549011,542.6687012,198.3083344
07-05-2018,1172.265259,357.2285767,281.0246582,521.4481812,8288.00293,8354.137695,951.1528931,240.4940338,556.3451538,201.2446136
08-05-2018,1165.209961,359.6968994,300.3002014,513.5162964,8319.050781,8380.380859,947.0423584,243.9087677,556.5318604,199.8866119
09-05-2018,1183.090088,361.3573608,298.2124329,516.116272,8260.700195,8357.446289,954.5294189,242.7380066,562.413147,198.5652618
10-05-2018,1174.005127,370.0187988,298.1152954,514.4858398,8255.011719,8260.424805,959.8143921,241.9087067,554.2913818,198.0514374
11-05-2018,1246.395508,346.1885986,302.0966492,520.4125977,8284.115234,8738.548828,967.4483032,244.7868347,566.3340454,199.5929718
14-05-2018,1254.949097,342.4189148,300.97995,524.2022095,8262.167969,8799.999023,963.8759766,247.1771545,569.5547485,199.2993317
15-05-2018,1266.1604,340.5339661,299.0863647,525.5020752,8272.359375,8776.09668,958.4931641,242.5428772,582.5777588,198.4918671
16-05-2018,1276.550415,336.8988647,289.278656,524.4005737,8245.958008,8899.045898,936.0808716,237.2256622,580.7106323,201.3547211
17-05-2018,1265.822388,329.0003662,287.3365479,522.1532593,8257.097656,8973.602539,925.0215454,237.3720093,569.5079956,203.667038
18-05-2018,1263.164307,324.871582,278.1115112,521.6244507,8070.099121,8967.676758,913.5217896,233.3719025,552.1907959,197.7945099
21-05-2018,1256.447021,323.3008423,281.2674255,521.1176147,7990.086426,8774.325195,912.1026001,239.1281586,538.5611572,194.4545135
22-05-2018,1243.012817,324.8267212,282.3356018,525.9428711,8114.514648,8900.386719,907.1602173,247.9576416,538.8411865,194.5646057
23-05-2018,1235.377441,320.249176,283.2581177,522.2854004,8059.055176,8917.882813,892.8222046,256.7871704,503.413208,193.2432709
24-05-2018,1246.975464,333.3983765,288.6474915,538.4133911,7972.689941,8938.984375,896.5411987,261.9580078,511.9552002,193.9406586
25-05-2018,1246.444092,338.0657349,287.9191589,541.4759521,8102.615234,9005.717773,902.119873,260.4945679,529.5056763,194.4912109
28-05-2018,1275.293823,335.8666992,290.5895996,535.1745605,8253.352539,8949.816406,901.3858032,265.6166382,537.3474731,193.3166809
