Date,ADANIPORTS.NS,BPCL.NS,COALINDIA.NS,HCLTECH.NS,HEROMOTOCO.NS,HINDUNILVR.NS,NTPC.NS,ONGC.NS,SUNPHARMA.NS,TECHM.NS
29-11-2021,732.3764038,374.1800232,132.2582092,1108.629395,2289.434326,2287.229736,117.9953308,134.3040466,737.9325562,1543.608276
06-12-2021,762.4182739,384.8944397,125.2623901,1099.922119,2349.30957,2276.640869,117.2055969,135.8229065,747.3063965,1552.666626
13-12-2021,718.9692993,373.01651,128.4856567,1108.629395,2272.884521,2176.55957,116.6481323,128.3206329,754.7661743,1591.612793
20-12-2021,717.4299927,360.8476257,128.0031128,1197.402588,2224.352539,2241.653809,112.6530151,127.4921799,770.9127808,1670.038208
27-12-2021,725.2755737,373.7437134,128.1347351,1248.414551,2289.108643,2303.332275,115.5796738,131.0822144,830.1005249,1734.706421
03-01-2022,731.0356445,384.1672363,137.6976776,1221.394409,2323.509277,2357.984131,122.0369034,144.5678558,813.6594849,1650.710327
10-01-2022,774.7329712,386.348877,144.5408783,1265.544556,2389.148682,2306.796875,125.7532959,148.249939,843.8912964,1683.553101
17-01-2022,718.9196167,370.107605,139.2768707,1105.364014,2556.873535,2269.419189,124.5919189,150.64328,793.8320313,1543.850464
24-01-2022,705.2642212,370.8833008,141.8211212,1031.151489,2484.400146,2228.57666,130.2129364,155.3839722,812.0889893,1366.654663
31-01-2022,721.9486694,364.241333,140.724472,1110.698364,2530.515381,2251.071777,124.6848221,156.1204071,877.4605103,1403.033569
07-02-2022,718.7210083,358.3265991,146.0762329,1110.603027,2527.58667,2203.641846,131.1420441,154.7856293,863.8659058,1380.460205
14-02-2022,722.494873,366.698761,146.7780914,1111.843628,2579.140625,2256.878418,126.5523224,154.5555115,853.666687,1393.103271
21-02-2022,690.3674316,330.5350037,143.4003448,1078.154297,2378.642578,2118.443115,124.6399307,146.8231201,822.6520996,1346.358032
28-02-2022,695.3330688,342.3275452,163.689682,1086.505005,2196.4104,1970.883179,124.4964981,153.7183075,820.7724609,1408.265137
07-03-2022,724.4314575,355.7415466,164.3679352,1138.995605,2215.321289,2043.97998,126.1698456,163.4390717,892.3482666,1440.42981
14-03-2022,735.0081177,357.9035034,159.6652679,1142.288208,2299.611816,2051.446045,127.0782166,158.4159088,901.84552,1446.920776
21-03-2022,738.1364746,354.0709229,168.3019257,1125.538818,2260.175049,1905.984009,128.8471832,163.5321045,892.694519,1482.815308
28-03-2022,780.3441162,367.9271545,168.3471375,1116.281616,2128.797119,2028.120972,136.687973,156.2298889,898.9766235,1440.720337
04-04-2022,833.5256958,377.9016724,175.9438019,1112.177734,2245.017822,2130.49585,145.3893433,158.9740295,914.7064209,1403.566406
11-04-2022,834.7174072,372.4476318,168.7541046,1073.764282,2161.344727,2100.3396,147.2061005,162.090271,926.7264404,1366.460938
18-04-2022,868.1359253,386.5986633,182.8169403,1051.766113,2180.208008,2075.746338,153.4213715,161.8577118,914.9043579,1265.75293
25-04-2022,850.5080566,356.3311768,165.3627625,1030.006348,2382.050049,2181.049072,149.3575439,149.2532654,918.7131348,1219.734375
02-05-2022,805.817627,351.1227722,169.4776001,1019.023682,2435.931641,2097.460938,152.0348969,155.2996826,873.8483887,1250.494141
09-05-2022,701.043457,331.1246338,152.5660095,1020.91571,2327.408203,2141.280029,137.8354034,142.8347778,873.0570068,1165.335449
16-05-2022,762.2692871,327.0463562,168.1662598,998.3074341,2461.399414,2269.955811,143.0466766,150.6020813,905.8522339,1095.629517
23-05-2022,698.2626953,316.7770386,164.4583893,974.0981445,2584.60498,2274.493896,143.8594208,133.7651672,894.2279663,1088.21814
30-05-2022,734.8095703,322.4767456,178.1594849,1012.037354,2455.317627,2236.774414,148.2101135,141.0208588,855.8430786,1112.099365
06-06-2022,721.4024658,325.2774963,179.5160217,985.2081909,2472.613037,2146.940186,148.449173,153.1601868,836.6507568,1075.236084
13-06-2022,664.3476563,295.7961426,165.1818695,930.2883911,2344.750977,2059.643799,134.2975006,131.5791473,784.9104004,934.9520264
20-06-2022,681.6776733,302.2328796,159.6652679,938.0024414,2622.759277,2288.544922,130.6161499,127.765274,815.7764893,950.5983887
27-06-2022,673.236145,312.8461914,165.7244873,946.3956299,2626.417969,2267.138672,134.4887238,121.9049072,820.37677,979.1782837
04-07-2022,710.776062,319.6760254,171.648056,954.3522339,2707.667725,2480.208984,137.4051208,113.0213242,848.5223389,994.4855347
11-07-2022,725.87146,306.7042542,174.9037628,856.9328003,2660.865967,2551.381348,143.190094,117.7189255,869.0008545,943.4291382
18-07-2022,754.25,314.7624512,178.2499237,892.9313354,2728.859131,2623.000977,142.4251404,123.2071915,865.1425171,996.6168823
25-07-2022,763.7000122,324.5895691,191.0466461,930.5820313,2677.971191,2619.822021,146.2499084,124.7885742,933.1074219,1030.73291
01-08-2022,810.25,330.5841064,188.5144348,939.7563477,2700.259277,2627.768799,148.783844,126.9745712,906.1490479,1040.119629
08-08-2022,788.3499756,328.1273499,200.4520264,938.4317627,2691.683105,2577.655029,151.5567932,129.4861603,903.6757813,1047.68811
15-08-2022,871.7999878,332.4021301,199.0992279,951.8253174,2766.481689,2616.991211,153.7330017,125.2071686,891.7052612,1085.284668
22-08-2022,837.7000122,329.1000061,210.8352203,927.883728,2754.884277,2554.411133,159.2391205,130.1428528,873.5908813,1067.002441
29-08-2022,851.9500122,321.9500122,210.2392578,907.0820313,2753.324951,2586.247559,157.6798706,126.4285736,863.0698242,1038.350464
05-09-2022,906.8499756,338.5,217.8493195,930.6801147,2766.286865,2571.446777,162.3576508,127.6190491,883.3674316,1107.400146
12-09-2022,938.2000122,321.2999878,211.8437805,880.0496216,2616.933105,2511.300293,168.399765,125,861.5809937,1015.546814
19-09-2022,913.7999878,311.9500122,204.3254242,879.0192871,2691.829346,2664.174805,159.775116,122.4761963,914.2356567,1017.414368
26-09-2022,820.6500244,304.7999878,194.6065369,914.8335571,2484.390625,2678.478516,155.58461,120.7619095,941.5803833,991.3671265
03-10-2022,816.9000244,307.3999939,210.6059875,939.7073364,2558.214844,2582.373535,160.1162109,127.6666718,948.0319214,1006.356567
10-10-2022,780.0999756,297.8500061,216.7032166,983.7146606,2471.428711,2558.632813,160.8958435,121.5238113,969.024292,1002.424927
17-10-2022,801.6500244,298.3500061,218.8578644,1007.901489,2504.515869,2636.212158,160.8471069,125.2857208,970.4138794,1023.361023
24-10-2022,820.2999878,303.2999878,224.0840454,1020.76355,2582.481934,2507.42627,169.6179352,127.3333282,982.6221924,1031.02771
31-10-2022,862.9000244,301.3500061,225.5968933,1035.975952,2523.081299,2503.55249,172.4440765,131.2857208,1032.150391,1035.647461
07-11-2022,894.5,308.8999939,232.1983948,1080.869751,2600.657715,2503.050049,167.084137,133.7619019,1005.996704,1040.611084
14-11-2022,888.9000244,304.1000061,210.4684601,1093.25769,2653.918213,2483.699951,161.6267395,135,1002.076111,1060.849976
21-11-2022,879.5999756,324.4500122,225.8704071,1118.082886,2639.299561,2537.449951,165.4274292,133.8571472,1026.145386,1080.150024
28-11-2022,888.2000122,341.1000061,221.1851196,1125.367065,2748.744385,2615.100098,167.7663116,140.8999939,1032.249634,1114.75
05-12-2022,890.75,338.4500122,223.3813629,1018.286011,2681.547607,2722.25,165.1837921,140.6999969,985.4509277,1035.300049
12-12-2022,860.4500122,341.75,219.2817078,1020.416748,2655.575195,2671.300049,165.4761505,147.1999969,986.2450562,1020.799988
19-12-2022,794.0999756,325.1000061,209.9111176,1021.358154,2569.8125,2621.100098,158.8493042,139.8000031,994.0861206,995.75
26-12-2022,818.0999756,330.5,219.6721649,1029.980225,2669.219238,2561.050049,162.2114563,146.75,993.9372559,1016.400024
